Ano;Mês;Cidade;Unidade;Regional;Fonte Pagadora;Clientes;Doses;Faturamento;Pagamento;Unidade2
2021;Mar;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;240;288; R$62.455,00 ;BALCÃO;TAGUATINGA SUL
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE - FAO/WFP/BFO - VACINAS;6;10; R$2.434,22 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-AMIL VACINAS;10;16; R$2.627,45 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-CARE PLUS VACINAS;1;2; R$416,50 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;9;18; R$5.105,00 ;E-COMMERCE;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;6;10; R$1.793,50 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PARCERIAS II /EMPRESAS VACINAS PGTO;30;30; R$3.000,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PARCERIAS IV / EMPRESAS VACINAS PGTO;12;12; R$1.320,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;50;57; R$11.484,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;5;6; R$1.026,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-JK VACINAS - CORTESIA;10;12; R$1.836,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-UNAFISCO VACINAS;10;11; R$1.601,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;34;34; R$2.380,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;69;74; R$7.519,50 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS COMBO MENINGO ACWY E MENINGO B;1;2; R$915,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS CONDOMINIO PGTO;3;3; R$270,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS MEDICO PGTO;75;89; R$16.483,50 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS MEUS PRIMEIROS PASSOS PGTO;28;28; R$3.360,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;1022;1130; R$193.120,00 ;BALCÃO;DOMICILIAR
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;CGR-ECOMMERCE VACINAS PGTO;2;2; R$280,00 ;E-COMMERCE;DOMICILIAR
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-CARE PLUS VACINAS;3;3; R$246,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;2;3; R$1.080,00 ;E-COMMERCE;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;1;1; R$280,50 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;1;1; R$126,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;2;2; R$1.044,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-TRF VACINAS PGTO;2;2; R$164,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;10;10; R$700,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;1;1; R$230,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;112;123; R$27.500,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS NUCLEO BANDEIRANTE;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;1;1; R$70,00 ;BALCÃO;NUCLEO BANDEIRANTE
2021;Mar;Brasília;VACINAS NUCLEO BANDEIRANTE;VACINAS DF;BSB-VACINAS CONDOMINIO PGTO;1;1; R$90,00 ;BALCÃO;NUCLEO BANDEIRANTE
2021;Mar;Brasília;VACINAS NUCLEO BANDEIRANTE;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;6;7; R$1.550,00 ;BALCÃO;NUCLEO BANDEIRANTE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-AMIL VACINAS;2;3; R$706,08 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-ARARA AZUL VACINAS DA GRIPE PGTO;4;4; R$320,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-CARE PLUS VACINAS;3;3; R$300,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-CORTESIA DIRETORIA;1;3; R$-   ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;4;6; R$1.760,00 ;E-COMMERCE;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;6;6; R$663,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-LA SALLE VACINAS PGTO;20;20; R$1.600,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-PARCERIAS III / EMPRESAS VACINAS PGTO;6;6; R$720,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;36;39; R$6.084,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;4;6; R$1.821,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-TRF VACINAS PGTO;1;1; R$82,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-UNAFISCO VACINAS;4;4; R$400,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;6;6; R$420,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;2;4; R$927,50 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-VACINAS MEDICO PGTO;25;31; R$5.922,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-VACINAS MEUS PRIMEIROS PASSOS PGTO;1;1; R$120,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;331;370; R$79.870,00 ;BALCÃO;METROPOLE
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-GONZAGA IMPORTACAO VACINAS;6;6; R$720,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-MARCUS VINICIUS F. COELHO ADVOCACIA VACINAS;10;10; R$1.200,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-PARCERIAS III / EMPRESAS VACINAS PGTO;34;34; R$4.080,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-PARK WAY INCORPORACOES VACINAS;8;8; R$960,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-JK VACINAS - CORTESIA;14;17; R$2.190,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-SERRA BONITA SEMENTES VACINAS;12;12; R$1.104,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;2;2; R$140,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-VACINAS CONDOMINIO PGTO;482;482; R$43.380,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-VACINAS MEDICO PGTO;1;1; R$261,00 ;BALCÃO;CAMPANHA VACINACAO
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE - FAO/WFP/BFO - VACINAS;1;3; R$717,51 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-AMIL VACINAS;1;1; R$132,00 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;1;1; R$127,50 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-MARCUS VINICIUS F. COELHO ADVOCACIA VACINAS;1;1; R$120,00 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;9;12; R$2.493,00 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;5;5; R$350,00 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;3;4; R$785,00 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-VACINAS MEDICO PGTO;5;6; R$1.035,00 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;145;173; R$35.175,00 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-VACINAS SENADO FEDERAL PGTO;1;1; R$90,00 ;BALCÃO;L2 SUL
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-AMIL VACINAS;1;3; R$539,43 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;11;12; R$4.095,00 ;E-COMMERCE;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-PARCERIAS IV / EMPRESAS VACINAS PGTO;3;3; R$330,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;14;14; R$1.710,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;2;4; R$1.674,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;10;10; R$700,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;13;17; R$1.689,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINAS CONDOMINIO PGTO;3;3; R$260,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINAS MEDICO PGTO;21;22; R$3.681,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINAS MEUS PRIMEIROS PASSOS PGTO;9;9; R$1.080,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;250;265; R$47.197,00 ;BALCÃO;SUDOESTE 105
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;6;9; R$3.265,00 ;E-COMMERCE;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;1;1; R$540,00 ;BALCÃO;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-PARCERIAS III / EMPRESAS VACINAS PGTO;3;3; R$360,00 ;BALCÃO;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;4;5; R$756,00 ;BALCÃO;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;17;17; R$1.190,00 ;BALCÃO;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;16;17; R$1.646,00 ;BALCÃO;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-VACINAS MEDICO PGTO;1;3; R$751,50 ;BALCÃO;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-VACINAS MEUS PRIMEIROS PASSOS PGTO;1;1; R$120,00 ;BALCÃO;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;120;137; R$32.665,00 ;BALCÃO;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE - FAO/WFP/BFO - VACINAS;3;3; R$962,54 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;2;2; R$460,00 ;E-COMMERCE;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-PARCERIAS III / EMPRESAS VACINAS PGTO;1;1; R$120,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;1;1; R$504,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;3;3; R$330,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-UNAFISCO VACINAS;4;4; R$400,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;9;9; R$630,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;4;4; R$280,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-VACINAS MEDICO PGTO;24;26; R$3.663,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-VACINAS MEUS PRIMEIROS PASSOS PGTO;10;10; R$1.200,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;445;530; R$105.275,00 ;BALCÃO;110 NORTE
2021;Mar;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;62;63; R$11.125,00 ;E-COMMERCE;QI 13 LAGO SUL
2021;Mar;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;65;69; R$13.835,00 ;E-COMMERCE;516 NORTE
2021;Mar;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;1;1; R$140,00 ;E-COMMERCE;516 NORTE
2021;Mar;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;47;51; R$9.290,00 ;E-COMMERCE;SHOPPING FELICITTÁ
2021;Mar;Brasília;VACINAS GUARA II;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;23;25; R$5.840,00 ;E-COMMERCE;GUARA II
2021;Mar;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;21;22; R$5.457,00 ;E-COMMERCE;EDIFICIO DE CLINICAS
2021;Mar;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;18;22; R$4.065,00 ;E-COMMERCE;SUDOESTE JK
2021;Mar;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;17;21; R$4.290,00 ;E-COMMERCE;CENTRO CLINICO SUL
2021;Mar;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;38;40; R$7.590,00 ;E-COMMERCE;TAGUATINGA SUL
2021;Mar;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;328;359; R$64.503,00 ;E-COMMERCE;DOMICILIAR
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;25;27; R$4.235,00 ;E-COMMERCE;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;2;2; R$580,00 ;E-COMMERCE;SOBRADINHO CONDOMINIO
2021;Mar;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;68;70; R$14.550,00 ;E-COMMERCE;METROPOLE
2021;Mar;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;57;61; R$11.217,00 ;E-COMMERCE;L2 SUL
2021;Mar;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;20;21; R$3.910,00 ;E-COMMERCE;SHOPPING QUE GAMA
2021;Mar;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;46;46; R$6.350,00 ;E-COMMERCE;110 NORTE
2021;Mar;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;54;55; R$11.040,00 ;E-COMMERCE;SUDOESTE 105
2021;Mar;Brasília;MANE GARRINCHA - DRIVE THRU VACINAS;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;133;133; R$18.620,00 ;E-COMMERCE;MANE GARRINCHA - DRIVE THRU 
2021;Mar;Brasília;MANE GARRINCHA - DRIVE THRU VACINAS;VACINAS DF;BSB-VACINA DA GRIPE DESCONTO EM FOLHA;1;1; R$70,00 ;E-COMMERCE;MANE GARRINCHA - DRIVE THRU 
2021;Mar;Brasília;AGUAS CLARAS - DRIVE THRU VACINAS;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;29;29; R$4.060,00 ;E-COMMERCE;AGUAS CLARAS - DRIVE THRU 
2021;Mar;Brasília;AGUAS CLARAS - DRIVE THRU VACINAS;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;3;3; R$378,00 ;E-COMMERCE;AGUAS CLARAS - DRIVE THRU 
2021;Mar;Brasília;PARQUE DA CIDADE - DRIVE THRU VACINAS;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;1;1; R$140,00 ;E-COMMERCE;PARQUE DA CIDADE - DRIVE THRU 
2021;Mar;Brasília;SOBRADINHO - DRIVE THRU VACINAS;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;1;1; R$140,00 ;E-COMMERCE;SOBRADINHO - DRIVE THRU 
2021;Mar;Formosa;VACINAS FORMOSA VALERIANO;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;7;7; R$1.203,00 ;BALCÃO;FORMOSA VALERIANO
2021;Mar;Formosa;VACINAS FORMOSA VALERIANO;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;4;4; R$504,00 ;BALCÃO;FORMOSA VALERIANO
2021;Mar;Formosa;VACINAS FORMOSA VALERIANO;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;6;6; R$611,00 ;BALCÃO;FORMOSA VALERIANO
2021;Mar;Formosa;VACINAS FORMOSA VALERIANO;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;218;287; R$65.410,00 ;BALCÃO;FORMOSA VALERIANO
2021;Mar;Formosa;VACINAS FORMOSA VALERIANO;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;5;7; R$1.555,00 ;E-COMMERCE;FORMOSA VALERIANO
2021;Mar;Salvador;VACINAS - ITAIGARA;SALVADOR;SSA-MEDICO VACINAS PGTO;51;71; R$18.792,00 ;BALCÃO;SSA - ITAIGARA
2021;Mar;Salvador;VACINAS - ITAIGARA;SALVADOR;SSA-PARTICULAR VACINAS PGTO;114;129; R$30.241,00 ;BALCÃO;SSA - ITAIGARA
2021;Mar;Salvador;VACINAS - ITAIGARA;SALVADOR;SSA-VACINAS COLABORADOR PGTO;1;1; R$80,00 ;BALCÃO;SSA - ITAIGARA
2021;Mar;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-MEDICO VACINAS PGTO;18;25; R$8.185,50 ;BALCÃO;ALPHAVILLE
2021;Mar;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-MEDISERVICE-VACINAS;1;1; R$166,50 ;BALCÃO;ALPHAVILLE
2021;Mar;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-PARTICULAR VACINAS PGTO;83;112; R$28.188,00 ;BALCÃO;ALPHAVILLE
2021;Mar;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-UNAFISCO VACINAS;1;2; R$1.154,51 ;BALCÃO;ALPHAVILLE
2021;Mar;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-VACINAS COLABORADOR PGTO;2;3; R$409,40 ;BALCÃO;ALPHAVILLE
2021;Mar;Salvador;SSA - GRAÇA VACINAS;SALVADOR;SSA-MEDICO VACINAS PGTO;17;25; R$6.948,30 ;BALCÃO;SSA - GRAÇA 
2021;Mar;Salvador;SSA - GRAÇA VACINAS;SALVADOR;SSA-PARTICULAR VACINAS PGTO;63;81; R$21.513,00 ;BALCÃO;SSA - GRAÇA 
2021;Mar;Salvador;SSA - GRAÇA VACINAS;SALVADOR;SSA-VACINAS COLABORADOR PGTO;2;2; R$160,00 ;BALCÃO;SSA - GRAÇA 
2021;Mar;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-MAMAES BAIANAS VACINAS PGTO;3;4; R$1.318,00 ;BALCÃO;SSA -  DOMICILIAR
2021;Mar;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-MEDICO VACINAS PGTO;42;61; R$16.746,90 ;BALCÃO;SSA -  DOMICILIAR
2021;Mar;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-PARTICULAR VACINAS PGTO;116;176; R$44.082,00 ;BALCÃO;SSA -  DOMICILIAR
2021;Mar;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-VACINAS ASSOCIACOES E CONDOMINIOS PGTO;2;2; R$240,00 ;BALCÃO;SSA -  DOMICILIAR
2021;Mar;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-VACINAS COLABORADOR PGTO;7;7; R$560,00 ;BALCÃO;SSA -  DOMICILIAR
2021;Mar;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-VACINAS TABELA 80 MAIS PGTO;1;1; R$130,00 ;BALCÃO;SSA -  DOMICILIAR
2021;Mar;Salvador;SSA - VACINAS RELACIONAMENTO;SALVADOR;SSA-EMPRESA BAIANA DE JORNALISMO VACINAS;1;1; R$3.120,00 ;BALCÃO;SSA -  RELACIONAMENTO
2021;Mar;Salvador;SSA - VACINAS RELACIONAMENTO;SALVADOR;SSA-PETROBAHIA VACINAS;1;1; R$240,00 ;BALCÃO;SSA -  RELACIONAMENTO
2021;Mar;Salvador;SSA - VACINAS RELACIONAMENTO;SALVADOR;SSA-TV BAHIA VACINAS;1;1; R$720,00 ;BALCÃO;SSA -  RELACIONAMENTO
2021;Mar;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-AMAFRESP VACINAS;3;4; R$1.256,00 ;BALCÃO;SJC MATRIZ
2021;Mar;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-PARTICULAR VACINAS PGTO;164;193; R$55.990,00 ;BALCÃO;SJC MATRIZ
2021;Mar;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-VACINAS COLABORADOR PGTO;12;14; R$1.633,00 ;BALCÃO;SJC MATRIZ
2021;Mar;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-VACINAS COOPEREMB;1;1; R$82,80 ;BALCÃO;SJC MATRIZ
2021;Mar;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-VACINAS MEDICO PGTO;15;19; R$4.602,50 ;BALCÃO;SJC MATRIZ
2021;Mar;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-VACINAS TABELA 80 MAIS PGTO;1;1; R$119,00 ;BALCÃO;SJC MATRIZ
